Num	Catégorie	Intitulé	Langue	Durée	Prix	Lien Mega	Premier Lien Mega
127	Microsoft	Certification excel vba 2023		03:00 min	0 Fcfa	OUI	https://mega.nz/embed/oNxXRAZY#0tbdEGYLb5xuC9vuTKrRHRBVIB1m1aP7cM-CqsoLEJ4!1a
128	Microsoft	Bases de données et tableaux croisés dynamiques : 17 exercices pour maîtriser l’analyse de données		03:00 min	0 Fcfa	OUI	https://mega.nz/embed/9Rpk3QzZ#3qDbANRTu8OAXecQaK0LO65I5qEJb2f0J-rDwVn-Yv4!1a
129	Microsoft	Apprendre word 2022 - par la pratique		03:00 min	0 Fcfa	OUI	https://mega.nz/embed/oR4UHCyZ#48CzaCyalqC9_1AVUA9YAnF2559mjVdTGIUU-6-pXVs!1a
130	Microsoft	Apprendre powerpoint 2022 par la pratique		03:00 min	0 Fcfa	OUI	https://mega.nz/embed/JJ5Q0S5A#aiIsUTEijqNyGDubO5OYey9hB1A97ebjRx1-RqwVWxI!1a
131	Mathematiques	Apprendre l'analyse des données 2	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/hFZhXDBI#XI0zGOMa6R09zW2hrF45DLJhajc7x9CBbNwq1RkrvBQ!1a
132	Mathematiques	Apprendre l'analyse des données 1 fondements	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/dBZFwbAS#afVKfPJrhTY_jJhkpGdIpEjS_yNEUKicou4tZ33tLEg!1a
133	Marketing	Utiliser canva pour votre business en 2024	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/IJZijKJR#hALoEFxsQzLHY3MO0rtJ1TnvkEydG6o_kpsk3Eun60Q!1a
134	Marketing	Tiktok addict	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/AEg2ETwb#sx5rRprJJJ1E2oHVg5BXxNNGmA524IkWeiCvHplWKwo!1a
135	Marketing	Tik tok- formation 10k + monetisation	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/5V4GWL4K#tz1JN2aT8YIwjf2zW6yNqCIfL7XiJ507CB488UTCXm4!1a
136	Marketing	Marketing pour les pro: vivre de son blog	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/kJ4GlKLa#P-REMkjrD9arBM_5CZT4AgVVyitl97oiACcYhDBzgaU!1a
137	Marketing	Marketing pour les pro : vivre de sa chaine youtube	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/Jcw03ZxQ#kwXxIAAnKgyw9ZHBZrryJlply98ydZ2jqfD9j_5vBkw!1a
138	Marketing	Marketing pour les pro : créer et vendre son produit cher	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/xN4nADZR#6oBc2N7bhvpOkqaxiiL290OjUtovhK1AvZBgHAkOCsE!1a
139	Marketing	Marketing pour les pro : creer une page de vente	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/kRowWZJY#YvAndirhT4MajS5sSEEM_aoxHhLppOiu8wVH-HtPahE!1a
140	Marketing	Marketing pour les pro : attirez 500 visiteurs qualifiés par jour	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/0URBkaQY#1TMqL26LifnugE8LwFycl-Utih6VEopBvFUfC-4MNxU!1a
141	Marketing	Marketing pour les pro 2	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/4c4THILQ#0ZFLroA8dothlT4LFBO33nv-_95zKKKiyPXNkiQixq0!1a
142	Marketing	Formation tiktok vip : de 0 à 100.000 abonnés en 28 jours		03:00 min	0 Fcfa	OUI	https://mega.nz/embed/ZFYyxIYS#AybJcLN-QHG7Yt6oZGNJSyQCIljLs80uJk3g7DyR1_M!1a
143	Marketing	Comment debuter sur tiktok :le guide marketing complet	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/YI5gRDgI#9QD2KKVgJ3gzoJUJFszmB3Hacls8f22z44MSklXw1Cg!1a
144	Marketing	Capcut	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/xVpwjbYQ#Wbh06ZM0VuYyStVSTEp04efawPbTbamQYLplQXtAGeg!1a
145	Marketing	Digital marketing hacks chatgpt & social media	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/UNQyxYLC#-KeqaB5EGnhN0Z70dkS1WoXyxXlw_2PO6PsKU4K4oZs!1a
146	Marketing	Tiktok addict	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/pBBxkQ7J#e4n6I7DGJA09wBP0cxpZg8sz5aNkN0kHXnJlKfuu57Q!1a
147	Intelligence artificielle	Stable diffusion générer des images par ia comme un pro	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/hdoWUaba#2LqjZCALi09sgJj85Lij-5StBUSadkCxikco0Gnw2yo!1a
148	Intelligence artificielle	Prompt engineering pour la génération de contenu avec l'ia	Français	00:30 min	0 Fcfa	OUI	https://mega.nz/embed/wc4mxQ7Y#JS2nz4tmudsrIjcbJdE_L9JMot3QGkC1iG1McKctQ-Q!1a
149	Intelligence artificielle	Midjourney - créez vos images par ia le guide ultime	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/xFQxzJYR#GnWgBri0AbBRNZIDSbkpQSOSkyfk9le3d7_c9lZDtSc!1a
150	Intelligence artificielle	Le guide de l'ia chatgpt, midjourney, bard et dall-e	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/5J4DAaRB#4slO2aXvLsZK1f52DXaxT29Ar3zvq68qa3vc9Xun2Y4!1a
151	Intelligence artificielle	La suite ultime de bots chatgpt de zéro à héros	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/oVB0RYBB#oZRRuyJAF7Kp7rO-lJuTOiLvwxptPbV-ObQFfpWc-xA!1a
152	Intelligence artificielle	La formation chatgpt sur le marketing digital	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/dQRjiJgD#Uwg95vESnk31Ob0M0ncMjZRksTCj75-9pClf7oUJ7mI!1a
153	Intelligence artificielle	L'essentiel d'openai et des modèles de langage gpt	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/JV5g0LhI#GgG1hnhOjs3KN_G3tR8tpWjUyqAPhmgV--60sZ3mlbk!1a
154	Intelligence artificielle	L'essentiel d'adobe firefly	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/QEIjHDKB#He7sOOnEI0HYHGFj38_X9q6W_-pHpAjXUFzyQsO6OxM!1a
155	Intelligence artificielle	Github copilot programmer en binôme avec l'ia	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/xQ4EmD5T#bIyXwtseFHdhpFCSMnj791QuVHCvFu1l2yZsR8rEDKM!1a
156	Intelligence artificielle	Elephorm - davinci resolve 18 - atelier etalonnage neural engine et ia		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/xEgxDZwJ#Pmnh-o0uUA0oF3l2a3aLOm0KqowwVn4y7AzbU-l3hMw!1a
157	Intelligence artificielle	Créer des images avec l'ia midjourney	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/lFpVUTQZ#NBw9ncf9NM1VlT14gbEeZZjtO3yi4oGPpWhq5MmIIZM!1a
158	Intelligence artificielle	Combiner chatgpt et excel - optimiser votre temps avec l'ia	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/MJBBmTRZ#W6HatLpG9VoxV6NuetfBSTQhR7xFApzoyfR4uG77ZXg!1a
159	Intelligence artificielle	Chatgpt, gpt4, midjourney formation ia complète 2024	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/wVYnjRDA#lfacA119AnLzcbyK9UkV3QjzBS-fZu0NNTRxnXKaq_w!1a
160	Intelligence artificielle	Chatgpt rédaction de contenus prompts et seo	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/AZwBFbYS#M3M72aSwTOFIWt6P8JEKDW-76p-Zv5FhWkhH8t7aXMs!1a
161	Intelligence artificielle	Chatgpt pour programmeurs applications python sans codage	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/wN4WQahR#m6dEswrZyhJC-lA0ULrb9FkciUYQUvADxLbV5kfHjKg!1a
162	Intelligence artificielle	Chatgpt et ia génératives - créer des présentations géniales	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/kdYHkBCZ#Th9Dtgci7ktQFQF0pCtAIwL7UqOXReVxGNjAEEXZm-I!1a
163	Intelligence artificielle	Chatgpt de a à z la formation ultime pour maîtriser chatgpt	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/VIpwgI4Q#fV68kLXrw1x2Dyvo7Qr_rkLjM4dwIwXgBeTZ2LnYqt8!1a
164	Intelligence artificielle	Chatgpt automatisez vos facebook ads avec simplicité 2024	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/MRoRCBpL#iB8cYVRU58gB5WdYrLSWA1H6ylJ-aoZmt4-WBK_3k3E!1a
165	Intelligence artificielle	Chatgpt - marketing digital, business & prompts - guide 2023	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/sBoghCBA#GtJ4xkI1w7lSEX1qqVqOtSV8PCxOhXSqf2FEEiNFTg0!1a
166	Intelligence artificielle	Chatgpt & wordpress - créer 1 mois de contenu en automatique	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/oN5kAaqB#ubzwEbyR3zp5O-MgutNHHSdDQeUGF33l16LwDYK78x8!1a
167	Intelligence artificielle	Chatgpt apprendre à développer en python	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/FZ4jXCBR#7yKfSiCh0DFg2ic561vn7hiqO5PLbBnKCYAWFsRrk7Q!1a
168	Intelligence artificielle	Boostez votre productivité avec chatgpt	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/8RQRxQxA#lz7gKbeuQurrjTWnBnFqgkm0AVepHZB-d2trAHncl4k!1a
169	Intelligence artificielle	Bard le cours complet pour maîtriser l'ia bard-gemini	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/IUJhHYhZ#6moGiNmcPtrUOVf7ylaRGrT7H5Z8-fiX68AgpoSi7o4!1a
170	Intelligence artificielle	Azure ai intelligence artificielle et machine learning	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/dEoAkRTA#37RHLskjCLZPwvy_T-tEU_NEeQKHeGorcnJBIC7mGdw!1a
171	Intelligence artificielle	Automatisation sur chatgpt-optimisez votre flux de travail	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/VRxR3CAD#tfMugdDIZnzz57i7DuGYEAaHgLFT7wPz8bctw1XX_is!1a
172	Intelligence artificielle	Ai cryptocurrency investment masterclass 2023	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/lVwQDYRB#5Q8ea9EcE28tYhMEv7qyHkNqI3Tp6otx3dYZjiQIkyY!1a
173	Informatique	Windows 10 formation pour les techniciens de support	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/4EQjzBSa#XQzMX1GUBSuVnZ9pNn9s1uuDHmxczLgCce403b2EQvc!1a
174	Informatique	Ubuntu unveiled 2023	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/sII0HThB#oBLpw2z0cuvYSah9deeWLvcXffbmFW4iAIlZEbJkMQ8!1a
175	Informatique	Terminal linux maîtrisez la ligne de commande aujourdhui	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/lQ4zQIpC#SbrIyso1JZmSFgNQQUGQtgAq0ZPHVQ2kQ9itPHcCTe4!1a
176	Informatique	Techniques de transferts de fichiers pour les hackers	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/IVBgjb4C#for_gNl0K1flbKpkJKm3R8PAlc19VfoSkGFvO_SApEo!1a
177	Informatique	Maîtrisez power bi	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/wRRBXQaK#2D0fXDCROCUf906ZO4DiMNwOmbMB4MhRp4CjhyXBQ4Q!1a
178	Informatique	Maîtriser windows 11	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/4JQkwYiY#iXL5xk1k_xLhAC9svtboGXarOn-QQeO4h1grbdhNAD4!1a
179	Informatique	Maintenir et réparer un système informatique de a à z	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/BFohTY6A#uDgP4mua8qG9hrDJ6XksCpUkXkjZnaS9RDHGac4-VS0!1a
180	Informatique	Linux de a à z par la pratique	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/JEQVQTgR#s1ceO9FAVOov1Z0icnbMi5u8ZLR6tsPvHixOArM4I9M!1a
181	Informatique	Le guide complet d'hadoop maîtriser votre big data	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/0NZkHaSS#WyY5_rAY61wuRJUABBofqIyxfihPwyk7blEb6EA9EjY!1a
182	Informatique	Gnu linux de débutant	Français	02:00 min	0 Fcfa	OUI	https://mega.nz/embed/RYo2naID#Hn0A_5-xCkw35FtB4Hdv8c88EtIKbdGUrBqVBaKujlY!1a
183	Informatique	Créer et administrer un serveur discord	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/5doGhaQY#8X5cnDvjnjpCmUmjvwuU0Xmpk04HdvCknVwaF93vUQ8!1a
184	Informatique	Comptia linux+ complete course & exam	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/lRYiFKAT#XDNj_24N0baQyeTCSqK9OtWvPfiVKZ6qWRgR91Pcbvw!1a
185	Informatique	Apprenez à créer un laboratoire active directory avec hyperv	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/kJhQFTwJ#59JIRPj8nf5cSlD_bdJIKcn6J2N5P_NTqMfokTYZ3Gc!1a
186	Informatique	Administration avancée de windows server	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/lEJA1RCD#pSbHm9L2H3U3tUvxOMFYDZh3ehySNQXqXTNvV1Ner-0!1a
187	Infographie	Valek studio		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/cYIy1bzI#UILUWel1ankPr0YMdnH7jOvsC7f_8Pgk4yFK6HbKtHw!1a
188	Infographie	V-ray 6 pour maya - les fondamentaux		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/INAnkRqI#WU-yZJkwIqHNxqxD7gxtvwikhJEbjJ_o_9MqLjjhBNI!1a
189	Infographie	Réaliser une vidéo pro sur smartphone - la formation complète		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/1dQE0YZQ#IHuuFWJZVmjhonpyTQagkP0Yd3aIPKs-IHXdOcOtF1w!1a
190	Infographie	React native le guide du débutant (Édition 2023)		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/1Ng02LTY#iGEoKzXYsFMwIsHi6m3R8cRehcvzutYxyPZm5TLO9vI!1a
191	Infographie	Premiere pro 2024 - apprendre le montage vidéo pour les réseaux sociaux		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/5NpEjLjY#CKObPrPb-2n3v9V98ESZ4X9tqh1SxjIvefhdW4xp2kA!1a
192	Infographie	Photoshop pour les pros les objets dynamiques		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/EZhAgDBS#F41p_3HTBEzVAPuyNMoXEiot7Lay8sly5kHs7t0UAeY!1a
193	Infographie	Photoshop pour les pros		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/EV4wQTLJ#o_HuOXHxPAX-Z7E7dt2QBVhqlRIMID1QPAK0HEWPt0E!1a
194	Infographie	Photoshop et after effects - reproduire le générique swimming with sharks		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/NdJ2hYAC#Lg-znJHzNPldxZUp94sTRtlKB4tEW_QNdoiI65j95S8!1a
195	Infographie	Photoshop 2024 maîtriser les outils, panneaux et menus par la pratique		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/gI4E3BbA#eza_QPV46Aa12VAbGyQdyDJSYTCBgYxTKis1QLW9Ixw!1a
196	Infographie	Pack adobe débutant photoshop, illustrator et indesign		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/BVhVgYga#QJzOofLAkK-yLaU7Hyoxwf6bQt5h9OjpnP6I2iQxL6I!1a
197	Infographie	Maîtrisez la colorimétrie et la calibration techniques avancées		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/VdY3XS5b#Vt7PCGWkIJ4s_hQJZFswOYSAyS0t9Srw03f7h8js_Bo!1a
198	Infographie	Maîtriser indesign cc 2021 techniques avancées		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/AUxk1SiS#Rh5eKXdO1RK1_7xPWTKivIGq-7Ow-cJdtI7FXvL6PNE!1a
199	Infographie	Maîtrise du game art et level design avec unreal engine 5		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/AcJCmIoK#yPE6RJufEKc0EPiY3ODvqd91BG9phRDcQh3HeOlwG_A!1a
200	Infographie	Maya 2024 - les fondamentaux		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/UEwxwZbC#8C5XOi9Cs15eQYbFKSGZDToqpFLf-UGlwE1L8QLBZjs!1a
201	Infographie	L’essentiel d'illustrator		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/MYhyVKpK#hnVzrytpcLr3sylGRo_xMblLuteB26qIxGC8SL5NENw!1a
202	Infographie	Lightroom classic cc 2024 au quotidien		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/sZI0DKbY#yNTy7T64UZNykfIlAtI-7Io4kBMAZS0Tb57dP2gOKJc!1a
203	Infographie	Lightroom classic 2023 les fondamentaux		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/5ZYgEBLC#Egiya9bY4z6zcDbQVs1M6ji1aDTkK8lQ8yCcYL4hogY!1a
204	Infographie	L'essentiel de photoshop		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/RA41SaCS#4RxqsAYMIoe8byMVJZai-NQiUo_XD1vcE4bzF-v4SZM!1a
205	Infographie	L'essentiel d'indesign		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/sdgGlIoA#L38uOsXJPdNjUu8I39zly8T32CyP8HF2ZwPPVhqj-XY!1a
206	Infographie	L'essentiel d'adobe express		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/tdIXBCSS#91h0XFSEwaciKpPOULqmbXlc-berfaWc7L6ZIWBNssA!1a
207	Infographie	Greg fink - vivre durablement de la photographie de mariage		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/dJQVFagZ#LFhR8boSIqH7W1anza9cOVN2ISEbXj4yH_mMe3mlUJM!1a
208	Infographie	Google earth studio - animer des cartes 3d en vidéo		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/8MIS3DyT#oNrLS_e2UdyqpXmLHfjjBouQTPPN58WzJXNy52Mz0Eo!1a
209	Infographie	Figma le cours complet de l'ux designer !		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/FJhQ3QZA#9I6Md0fyEul3qErjiCfdnlgVMT6dt9ML2OyXqDVeOIc!1a
210	Infographie	Elephorm - pack tout cinema 4d 2023		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/YcxwxJzT#Z6rQPmHUZU0KuuVib8affsTCI0aE8ZdyoQC8TaqOGHQ!1a
211	Infographie	Dessiner des caricatures		min	Fcfa	NON	
212	Infographie	Davinci resolve 18 - atelier Étalonnage neural engine et ia	Français	10:00 min	0 Fcfa	OUI	https://mega.nz/embed/FFpyWL4Y#Pmnh-o0uUA0oF3l2a3aLOm0KqowwVn4y7AzbU-l3hMw!1a
213	Infographie	Damien bernal formation masterclass canon r6 mark ii		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/0BI2VCCR#75x7wjIcRNU5Sl1ju9xhP-VCnJgqBMK8acwVbKp2xDU!1a
214	Infographie	Créer une couverture de livre avec indesign & photoshop		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/1ZA1FQIR#1yYHBH9v9CrMR6RQZVfKe70OG6ZBSY-1Us71n4GgRW0!1a
215	Infographie	Coreldraw - perfectionnement		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/dYJETKBT#JG0BpqJRKo8Wxs2zmISmnhqMQsGd27qgsX5odr2Svlw!1a
216	Infographie	Coreldraw - les fondamentaux		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/1Nhg0SjJ#q4reWRpkFF1D-8NsHJ-I2vBkDPgOnKSgSMZxZVS0Xxo!1a
217	Infographie	ChromaSchool - After Effects - Reproduire le générique de Squid Game		min	Fcfa	OUI	https://mega.nz/embed/0ZgzBboJ#iuv1Hjcw6CfZhiq5vaqOMgaa643GK9YMcfIDeqOYdbo
218	Infographie	Blender 3.6 création de packshot produit		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/JNIRBQaI#eM03vokEW8OCRrevoxWkCB4uG4Q_JW_ugrmw38IlmIc!1a
219	Infographie	Blender - modéliser une scène inspirée d'harry potter		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/8JhlmAqI#icgiz4QUOR3i-j0_0-KA7aX51Dtb45wnqa0u5GJ7z0E!1a
220	Infographie	Blender - débuter en modélisation 3d cours complet		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/wRIHERZZ#jWnH5HyJL1jvxEJw21k3HMPJ9nynHiPQNXxDGzch_DE!1a
221	Infographie	Atelier 3ds max 2021 - marmoset - substance painter		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/wRAH0Jgb#H_cERmBvYhxxz43Mp0J3nSW5AZPi9TZmNRrqua0IKek!1a
222	Infographie	Apprendre premiere pro 2023 en 3 heures		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/4VoAGJLB#pKO9GnIiyE_MsMff6YMBKDVShvri-v5v5OIYpxYx4jM!1a
223	Infographie	Apprendre photoshop elements 2024		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/4Yg1yIbL#C0iW3oVLjwM20eoQGVXumeMlx-zJ_WcAx4Y98Q3wXOk!1a
224	Infographie	Apprendre le montage vidéo pour youtube avec davinci resolve		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/hcwQ3Q5B#lo8luxG5hSgA0fnMdWXBRfrrtittsSeTeRRv8IPVPcQ!1a
225	Infographie	Apprendre indesign cc 2021 les fondamentaux		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/xAw0nJiB#TgGN6pn2mVjJlM_X2E7YTFdSptClFSmRDDKd5C4LK44!1a
226	Infographie	Apprendre illustrator niveau opérationnel		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/dNADSR4R#RMf9MhZOxZZE5VVEi_AViwujfVlRjjBXU2UogDzclLw!1a
227	Infographie	Apprendre illustrator niveau basique		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/8Fp0QT6a#WltLzPiuFRgIlqzuW_liOszB_wmibSB_V5RKx9Rnyjw!1a
228	Infographie	Apprendre illustrator niveau avancé		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/UIIlTBqD#cpgRRJYvwiHepKSzcNB8rys-ik57Jz1u54bMm4n93FY!1a
229	Infographie	Apprendre illustrator - préparer tosa niveau opérationnel		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/YJBCBLrQ#fuY5elyGY8881q8eFbnzYevfUA7AQNoNHDbsmc_ZdDc!1a
230	Infographie	Apprendre illustrator - préparer le tosa niveau initial		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/1VgXiC4B#GLpTWP-DaIbBjIB7cHY5Op-20_7eqja9qeUdBLUTWX4!1a
231	Infographie	Apprendre illustrator - préparer le tosa niveau expert		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/kMZhTYaL#JxfHn_idXSVYeut_lsNamqwXIPpJ9M4vSTZS9gMN83M!1a
232	Infographie	Apprendre capture one pro 23		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/9FQm2ZDB#yHLauTMyP-wz6JzzoqrRmHWyHzC8-pfue8lT5BFy0w4!1a
233	Infographie	[formation photo] olivier rocq - la composition - au delà de la règle des tiers		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/1cpTCQpY#s_W8Ja6wsNI9Y48prK6Vatwg3YBEo2ppBaDLqhK4elY!1a
234	Infographie	[formation photo] olivier rocq - apprendre photoshop - niveau intermédiaire et avancé		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/gE4x2apA#b-RPD2M9oCRuPuL6y4eHA9BFI0zRgIp3hgnNxZV5t7U!1a
235	Infographie	[formation photo] olivier rocq - apprendre lightroom - niveau intermédiaire et avancé		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/pFZEiQxR#njwxFqBGlHQOv3Ywlw89g6YuhYHUBnndh97iZg5dO2Q!1a
236	Infographie	[formation photo] la méthode pierre t. lambert - 30 jours pour des photos pro		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/RYgwUDgB#CODY_y3Dqd5PXlDIewPA-0sp9DjHe9w9_Nx5BDd1FkE!1a
237	Gestion de projets	Management de la qualité en projet		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/xQ5UFaiI#rcuurt2r5nyGAqtvn5XJBTVwZIc_JJuE9cNGMnI7K-U!1a
238	Gestion de projets	La boîte à outils incontournables pour les startups 2023		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/8JAW3QZB#ZbXAfRJJ6F8BPzVDXQIY_d7Q9Y98-hZ1TPdpqEl7HJY!1a
239	Gestion de projets	Gestion de projet chef de projet opérationnel		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/8AYFjSDA#31R0PvmMKj67s33wU9ur6L9NPKlC1XTR0MWm21S_fFk!1a
240	Gestion de projets	Gestion de projet certifiez-vous chef de projet pmp® !	Français	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/QMw2jD7a#Mv0HDlYjkS2D6SZ4YhxoXjqpn_CaZXugE--lh_GRO2M!1a
241	Gestion de projets	Gestion de projet certifiez-vous chef de projet cpm® !	Français	01:00 min	0 Fcfa	OUI	https://mega.nz/embed/QEIHySSS#7sY2tYu30t7HB0BxpgGzhVm0l_2sKBWnCuvF3IWkun0!1a
242	Gestion de projets	Certification gestion de projet - devenir un chef de projet (2024)		10:00 min	0 Fcfa	OUI	https://mega.nz/embed/hBomyL6B#ejLc-XkcgUt537NAPPOr-w7kULulTJNnJ3zmHgG2xg8!1a
243	Genie civil	Sketchup modéliser l’extension d’une maison	Français	10:00 min	0 Fcfa	OUI	https://mega.nz/embed/5BR01C6C#XJ6AZ0VV3b3mVAAlkw7DMh5nDCKIvot7NPXS7iKhkEI!1a
244	Genie civil	Sketchup 2024 - atelier architecture d’intérieur	Français	10:00 min	0 Fcfa	OUI	https://mega.nz/embed/AVpVyRTS#XUGBZccdWmh5IQUovvVwGfo_nQVq2IYrrm5rf79l-SM!1a
245	Genie civil	MaÎtriser allplan	Français	10:00 min	0 Fcfa	OUI	https://mega.nz/embed/gIhEEJrR#7NjcmN-3D-dh4GqMm0SDbgFlb3O_VHl0axWVGaun_Bg!1a
246	Genie civil	Maitriser allplan 2018 - niveau expérimenté	Français	10:00 min	0 Fcfa	OUI	https://mega.nz/embed/5VRxUApS#GG2nZJHnsBqH7i_IkPlTPcnsCCdqJHgl_F3uOAPoR1M!1a
247	Genie civil	L'essentiel de revit architecture 2024	Français	10:00 min	0 Fcfa	OUI	https://mega.nz/embed/VUYzlb7Z#R2tp6dn4p3ePyPDloPDImcYeoGVU5C9L1W78SM6kGqc!1a
248	Genie civil	Formation d'autodesk revit	Français	10:00 min	0 Fcfa	OUI	https://mega.nz/embed/9ZRBlKTB#C3LNPzBLIfxl9-Fwrxw0rvrFrnxPDH2pHuqf6tqsbzU!1a
249	Genie civil	Documentation allplan campus 2018	Français	01:59 min	0 Fcfa	NON	
250	Genie civil	Conception routiere avec autocad et covadis	Français	10:00 min	0 Fcfa	OUI	https://mega.nz/embed/VUZ2UDDT#YAmtRBtu-4kv7KIzFp4mZbHNz7UfdiYWG4hO2gnKLcs!1a
