Num	Catégorie	Intitulé	Langue	Durée	Prix	Lien Mega	Premier Lien Mega
1239	Mathematic	Exponential functions in algebra	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/folder/RFQyBRbA#rPUYLZgGlLdHIhU21yvrSQ/folder/dEhUUIhK
1240	Mathematic	Equation of a cylinder in geometry	Anglais	03:00 min	20000 Fcfa	NON	
1241	Mathematic	Ellipse geometry in algebra	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/folder/RFQyBRbA#rPUYLZgGlLdHIhU21yvrSQ/folder/YB4Eia7b
1242	Mathematic	Effective vs nominal rate	Anglais	03:00 min	20000 Fcfa	NON	
1243	Mathematic	Domain and range in geometry	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/folder/RFQyBRbA#rPUYLZgGlLdHIhU21yvrSQ/folder/YV42DAzA
1244	Mathematic	Distance formula in geometry	Anglais	03:00 min	20000 Fcfa	NON	
1245	Mathematic	Discrete random variables in statistics	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/folder/RFQyBRbA#rPUYLZgGlLdHIhU21yvrSQ/folder/QAh2kSBD
1246	Mathematic	Discrete mathematics fundamentals for computer science	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/folder/RFQyBRbA#rPUYLZgGlLdHIhU21yvrSQ/folder/oVxmFaoK
1247	Mathematic	Discrete mathematics basics	Anglais	03:00 min	20000 Fcfa	NON	
1248	Mathematic	Discrete mathematics a to z	Anglais	03:00 min	20000 Fcfa	NON	
1249	Mathematic	Differentials in integration in mathematics	Anglais	03:00 min	20000 Fcfa	NON	
1250	Mathematic	Differential equations in mathematical	Anglais	03:00 min	20000 Fcfa	NON	
1251	Mathematic	Descriptive statistics with excel	Anglais	03:00 min	20000 Fcfa	NON	
1252	Mathematic	Debt finance economics	Anglais	03:00 min	20000 Fcfa	NON	
1253	Mathematic	Cylinder volume in mathematics	Anglais	03:00 min	20000 Fcfa	NON	
1254	Mathematic	Covariance and correlation in statistics	Anglais	03:00 min	20000 Fcfa	NON	
1255	Mathematic	Coordinate geometry	Anglais	03:00 min	20000 Fcfa	NON	
1256	Mathematic	Computational fluid dynamics techniques	Anglais	03:00 min	20000 Fcfa	NON	
1257	Mathematic	Computational finance	Anglais	03:00 min	20000 Fcfa	NON	
1258	Mathematic	Combinations and permutations basics	Anglais	03:00 min	20000 Fcfa	NON	
1259	Mathematic	Combinational circuit in digital electronics	Anglais	03:00 min	20000 Fcfa	NON	
1260	Mathematic	Circumference and the number pi	Anglais	03:00 min	20000 Fcfa	NON	
1261	Mathematic	Circles	Anglais	03:00 min	20000 Fcfa	NON	
1262	Mathematic	Circle geometry in algebra	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/folder/RFQyBRbA#rPUYLZgGlLdHIhU21yvrSQ/folder/RIxAjKAS
1263	Mathematic	Calculus revolving area around y axis	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/folder/RFQyBRbA#rPUYLZgGlLdHIhU21yvrSQ/folder/1ZgkRAoY
1264	Mathematic	Calculus fundamentals	Anglais	03:00 min	20000 Fcfa	NON	
1265	Mathematic	Boolean algebra in digital electronics	Anglais	03:00 min	20000 Fcfa	NON	
1266	Mathematic	Binomial theorem fundamentals	Anglais	03:00 min	20000 Fcfa	NON	
1267	Mathematic	Bayes theorem in probability	Anglais	03:00 min	20000 Fcfa	NON	
1268	Mathematic	Basic mathematics by serge lang	Anglais	03:00 min	20000 Fcfa	NON	
1269	Mathematic	Asymptotic analysis basics	Anglais	03:00 min	20000 Fcfa	NON	
1270	Mathematic	Arithmetic operators in c	Anglais	03:00 min	20000 Fcfa	NON	
1271	Mathematic	Arithmetic progression	Anglais	03:00 min	20000 Fcfa	NON	
1272	Mathematic	Areas related to circles	Anglais	03:00 min	20000 Fcfa	NON	
1273	Mathematic	Arc length in trigonometry	Anglais	03:00 min	20000 Fcfa	NON	
1274	Mathematic	Area of revolution in calculus	Anglais	03:00 min	20000 Fcfa	NON	
1275	Mathematic	Applications of linear equations in algebra	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/folder/RFQyBRbA#rPUYLZgGlLdHIhU21yvrSQ/folder/8Uh0AIKS
1276	Mathematic	Application of trigonometry	Anglais	03:00 min	20000 Fcfa	NON	
1277	Mathematic	Algebraic inequalities and variable solutions	Anglais	03:00 min	20000 Fcfa	NON	
1278	Mathematic	Algebra 2	Anglais	03:00 min	20000 Fcfa	NON	
1279	Programming	Algebra basics for beginners	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/embed/UZIF0JpL#Nj8pZ-vmSnKEibLDdMidUQrnvkCPNqi7pnRwnd_aS94
1280	Mathematic	Algebra word problems	Anglais	03:00 min	20000 Fcfa	NON	
1281	Mathematic	Algebra	Anglais	03:00 min	20000 Fcfa	NON	
1282	Mathematic	Advanced mathematics	Anglais	03:00 min	20000 Fcfa	NON	
1283	Mathematic	Abstract algebra and number theory	Anglais	03:00 min	20000 Fcfa	NON	
1284	Programming	Typescript type aliases fundamentals	Anglais	03:00 min	0 Fcfa	OUI	https://mega.nz/embed/IRQQDbQJ#l2JqF8ED3RMnNSphM3HFlFryWNuX2wpycXSVaGdmGDw
1285	Programming	Web scraping in python for beginners	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/embed/8cZlHZJL#DnlruYXxFLMxPqvwX-hJX0e_Q2WT4aosWbasQ9PdQVU
1286	Programming	Union vs structure in c	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/embed/RFAnFaIa#koZFziUVm7rDWb_twNBMg_ief-CuiB7oHh3eZjxNFVE
1287	Programming	Typescript objects for beginners	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/embed/gVI2kbxL#SHPpae4KsUHybH61lhWC-oyA5vKAZxWjjiYMoeDp_Mg
1288	Programming	Typescript fundamentals crash	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/embed/MIQH0AbJ#KGlSXIf8hepwj575gjHkMrYRIIguWfvFCkhOkv4Dq6U
1289	Programming	Twitter bootstrap techniques	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/embed/gIpjCaoL#50HHulERKMm6C4lRho8xEIQjrHc_ZmPyWeIVOPJb8iM
1290	Programming	Top down parsing fundamentals	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/embed/tJYBwKYS#AKgN4x8sohk4_wBH3HkfvX4WQsJVNj9A4wCUpsrWVX8
1291	Programming	Sveltekit dynamic routes techniques	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/embed/dIxV3aBb#dvfy6ZJUtwQFGiySVsYYyk9MGuxzFDiAc7Zi3_D59v0
1292	Programming	Strings basics in c	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/embed/hEJHGTLJ#QU87gZpo18KxPVDyWFfXlG_QfzcTxi6yvIKbtMYGir4
1293	Programming	Sql with python basics	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/embed/xUQHzY6S#67K5TzlqcV8bCa2-0SG8YYTppMGuvajkQAZxcv5DDbs
1294	Programming	Solid single responsibility principles	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/embed/hIwwTDBT#g3Mq-DH7eSUqeOatNrwm_fO1279X-ySUagsvEggnFuE
1295	Programming	Social media website using html css js	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/embed/JNxzyaiR#oQ91c3e01r2ZroS9-3WW-jpTptkJZOtNQaICV0Zm3aw
1296	Programming	Sass fundamentals	Anglais	03:00 min	20000 Fcfa	NON	
1297	Programming	Sampling theorem topics	Anglais	03:00 min	20000 Fcfa	NON	
1298	Programming	Rust floats essentials for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1299	Programming	Recursive programming in c	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/embed/0MxT3QrC#1wJpXvI9is6QWIl6K-YPcdWcqNFtb5o05DhSLF5tCBw!1a
1300	Programming	Stencyl mobile games development	Anglais	03:00 min	20000 Fcfa	NON	
1301	Programming	React testing with mock functions	Anglais	03:00 min	20000 Fcfa	NON	
1302	Programming	React js projects for beginners	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/embed/FZpzSRrR#zkaAzEvueScshtRrnotBnxTsW-TqqN3ndfso5RhYGaU
1303	Programming	React js functional for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1304	Programming	React hook form with default values	Anglais	03:00 min	20000 Fcfa	NON	
1305	Programming	Python while loops for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1306	Programming	R programming basics for data analytics	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/embed/AUZnQa4T#HaYB9z1T0VnEpcBLCSehnYibtlAGiFqQKr39UUWJpyE
1307	Programming	Python web programming object oriented	Anglais	03:00 min	20000 Fcfa	NON	
1308	Programming	Python twitter bot image downloader	Anglais	03:00 min	20000 Fcfa	NON	
1309	Programming	Python tuples fundamentals	Anglais	03:00 min	20000 Fcfa	NON	
1310	Programming	Python strings fundamentals	Anglais	03:00 min	20000 Fcfa	NON	
1311	Programming	Python programming installation for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1312	Programming	Python programming definition	Anglais	03:00 min	20000 Fcfa	NON	
1313	Programming	Python logical operators	Anglais	03:00 min	20000 Fcfa	NON	
1314	Programming	Python looping techniques	Anglais	03:00 min	20000 Fcfa	NON	
1315	Programming	Python lists fundamentals	Anglais	03:00 min	20000 Fcfa	NON	
1316	Programming	Python flask programming for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1317	Programming	Python django app for beginners	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/folder/RFQyBRbA#rPUYLZgGlLdHIhU21yvrSQ/folder/1comiSpR
1318	Programming	Python essentials	Anglais	03:00 min	20000 Fcfa	NON	
1319	Programming	Python dictionaries fundamentals	Anglais	03:00 min	20000 Fcfa	NON	
1320	Programming	Python database programming	Anglais	03:00 min	20000 Fcfa	NON	
1321	Programming	Python data types basics	Anglais	03:00 min	20000 Fcfa	NON	
1322	Programming	Python data identification	Anglais	03:00 min	20000 Fcfa	NON	
1323	Programming	Python crash basics	Anglais	03:00 min	20000 Fcfa	NON	
1324	Programming	Php flash cards for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1325	Programming	Operators programming in c	Anglais	03:00 min	20000 Fcfa	NON	
1326	Programming	Objects in java programming	Anglais	03:00 min	20000 Fcfa	NON	
1327	Programming	Objective c programming for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1328	Programming	Next js fullstack development	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/embed/BZhEDTzD#Elku3uZXjVvSaZZRTHSvSOlMBoRrGmblNXZkB65N2T0
1329	Programming	Next js dynamic routing fundamentals	Anglais	03:00 min	20000 Fcfa	NON	
1330	Programming	Next js data fetching for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1331	Programming	Nestjs fundamentals for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1332	Programming	Mysql table design	Anglais	03:00 min	20000 Fcfa	NON	
1333	Programming	Mongodb fundamentals for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1334	Programming	Loops in java programming	Anglais	03:00 min	20000 Fcfa	NON	
1335	Programming	Microprocessor assembly language programming	Anglais	03:00 min	20000 Fcfa	NON	
1336	Programming	Limejs game development for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1337	Programming	Lists in python techniques	Anglais	03:00 min	20000 Fcfa	NON	
1338	Programming	Laplace transform in signal processing	Anglais	03:00 min	20000 Fcfa	NON	
1339	Programming	Jquery installing for beginning web developers	Français	03:00 min	20000 Fcfa	NON	
1340	Programming	Javascript unit testing fundamentals	Anglais	03:00 min	0 Fcfa	NON	
1341	Programming	Javascript symbol techniques	Anglais	03:00 min	20000 Fcfa	NON	
1342	Programming	Javascript string methods for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1343	Programming	Javascript prototypes fundamentals	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/folder/RFQyBRbA#rPUYLZgGlLdHIhU21yvrSQ/folder/EdgAVCRa
1344	Programming	Javascript object basics for beginners	Anglais	03:00 min	0 Fcfa	NON	
1345	Programming	Javascript interview preparation	Anglais	03:00 min	20000 Fcfa	NON	
1346	Programming	Javascript functions for beginners	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/embed/MRoEFSYb#JyN_uAUD16o5RQGfyRGvtdsgLyi0IZop2inn9rQ9bWg!1a
1347	Programming	Javascript arrays basics	Français	03:00 min	20000 Fcfa	NON	
1348	Programming	Javascript algorithms for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1349	Programming	Javascript algorithms fundamentals	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/folder/RFQyBRbA#rPUYLZgGlLdHIhU21yvrSQ/folder/sIoEVSCa
1350	Programming	Java programming essentials	Anglais	03:00 min	20000 Fcfa	NON	
1351	Programming	Java oop concepts for beginners	Français	03:00 min	20000 Fcfa	NON	
1352	Programming	Intermediate python oop concepts	Anglais	03:00 min	20000 Fcfa	NON	
1353	Programming	Html techniques for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1354	Programming	Html and html5 techniques	Anglais	03:00 min	20000 Fcfa	NON	
1355	Programming	Hosting wordpress fundamentals	Anglais	03:00 min	20000 Fcfa	NON	
1356	Programming	Html and css animations for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1357	Programming	Golang api development fundamentals	Anglais	03:00 min	20000 Fcfa	NON	
1358	Programming	Game development techniques for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1359	Programming	Git fundamentals for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1360	Programming	Function declaration in c	Anglais	03:00 min	20000 Fcfa	NON	
1361	Programming	Fundamental data types in c	Anglais	03:00 min	20000 Fcfa	NON	
1362	Programming	Front end techniques web development	Anglais	03:00 min	20000 Fcfa	NON	
1363	Programming	Front end architecture fundamentals	Anglais	03:00 min	20000 Fcfa	NON	
1364	Programming	Elixir pipe operator techniques	Anglais	03:00 min	20000 Fcfa	NON	
1365	Programming	Django rest framework essentials	Anglais	03:00 min	20000 Fcfa	NON	
1366	Programming	Docker for devops	Anglais	03:00 min	20000 Fcfa	NON	
1367	Programming	Data transfer instructions	Anglais	03:00 min	20000 Fcfa	NON	
1368	Programming	Developer handoff essentials for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1369	Programming	Data encryption standard	Anglais	03:00 min	20000 Fcfa	NON	
1370	Programming	Dart crash basics	Anglais	03:00 min	20000 Fcfa	NON	
1371	Programming	Css specificity techniques	Anglais	03:00 min	20000 Fcfa	NON	
1372	Programming	Css cascade layers in web development	Anglais	03:00 min	20000 Fcfa	NON	
1373	Programming	Construct 2 game development	Anglais	03:00 min	20000 Fcfa	NON	
1374	Programming	Css and css3 techniques	Anglais	03:00 min	20000 Fcfa	NON	
1375	Programming	Conditionals and loops in c	Anglais	03:00 min	20000 Fcfa	NON	
1376	Programming	Conditional operator in java programming	Anglais	03:00 min	0 Fcfa	NON	
1377	Programming	Computer network security	Anglais	03:00 min	20000 Fcfa	NON	
1378	Programming	Codeigniter database modeling for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1379	Programming	Circuitpython programming essentials	Anglais	03:00 min	20000 Fcfa	NON	
1380	Programming	C using xcode for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1381	Programming	C programming mcqs for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1382	Programming	C programming essentials for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1383	Programming	Avr programming	Français	03:00 min	20000 Fcfa	NON	
1384	Programming	Avr assembly language programming	Anglais	03:00 min	20000 Fcfa	NON	
1385	Programming	Arrays in java programming	Anglais	03:00 min	20000 Fcfa	NON	
1386	Programming	Arrays and pointers in c	Français	03:00 min	20000 Fcfa	NON	
1387	Programming	Arm7 development tools essentials	Anglais	03:00 min	20000 Fcfa	NON	
1388	Programming	3d game development for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1389	Programming	8086 cpu	Anglais	03:00 min	20000 Fcfa	NON	
1390	Programming	Angularjs programmin for beginners	Français	03:00 min	20000 Fcfa	NON	
1391	Programming	Ajax and jquery for beginning web	Anglais	03:00 min	20000 Fcfa	NON	
1392	Soft skills	Winning through leadership at work	Anglais	03:00 min	20000 Fcfa	NON	
1393	Soft skills	Time signs in asl for beginner	Anglais	03:00 min	20000 Fcfa	NON	
1394	Soft skills	Time management skills	Anglais	03:00 min	20000 Fcfa	NON	
1395	Soft skills	Time management	Anglais	03:00 min	20000 Fcfa	NON	
1396	Soft skills	Technical signing in american sign language	Anglais	03:00 min	20000 Fcfa	NON	
1397	Soft skills	Survival skills	Anglais	03:00 min	20000 Fcfa	NON	
1398	Soft skills	Soft skills	Anglais	03:00 min	20000 Fcfa	NON	
1399	Soft skills	Succeed in your career	Anglais	03:00 min	0 Fcfa	NON	
1400	Soft skills	Social media signing in asl	Anglais	03:00 min	20000 Fcfa	NON	
1401	Soft skills	Sign language linguistics in american sign language	Anglais	03:00 min	20000 Fcfa	NON	
1402	Soft skills	Sign language in american sign language	Anglais	03:00 min	0 Fcfa	NON	
1403	Soft skills	Resumes and cover letters	Anglais	03:00 min	0 Fcfa	NON	
1404	Soft skills	Research writing	Anglais	03:00 min	20000 Fcfa	NON	
1405	Soft skills	Quality management	Anglais	03:00 min	20000 Fcfa	NON	
1406	Soft skills	Principles of management	Anglais	03:00 min	20000 Fcfa	NON	
1407	Soft skills	Primitive skills	Anglais	03:00 min	20000 Fcfa	NON	
1408	Soft skills	Primitive life	Anglais	03:00 min	20000 Fcfa	NON	
1409	Soft skills	Presentation skills	Anglais	03:00 min	20000 Fcfa	NON	
1410	Soft skills	Performance management	Anglais	03:00 min	20000 Fcfa	NON	
1411	Soft skills	Organizational communication	Anglais	03:00 min	20000 Fcfa	NON	
1412	Soft skills	Numbers signs in american sign language	Anglais	03:00 min	20000 Fcfa	NON	
1413	Soft skills	Money concepts in asl for beginner	Anglais	03:00 min	20000 Fcfa	NON	
1414	Soft skills	Modern desktop administration skills	Anglais	03:00 min	20000 Fcfa	NON	
1415	Soft skills	Medical sign language in american sign language	Anglais	03:00 min	20000 Fcfa	NON	
1416	Soft skills	Management information systems basics	Anglais	03:00 min	20000 Fcfa	NON	
1417	Soft skills	Making decisions	Anglais	03:00 min	20000 Fcfa	NON	
1418	Soft skills	Listening skill	Anglais	03:00 min	20000 Fcfa	NON	
1419	Soft skills	Linkedin	Anglais	03:00 min	20000 Fcfa	NON	
1420	Soft skills	Leadership skills soft skills	Anglais	03:00 min	20000 Fcfa	NON	
1421	Soft skills	Leadership concepts	Anglais	03:00 min	20000 Fcfa	NON	
1422	Soft skills	Judgment and decision making at university of hong kong	Anglais	03:00 min	20000 Fcfa	NON	
1423	Soft skills	Job success	Anglais	03:00 min	20000 Fcfa	NON	
1424	Soft skills	Job search and networking	Anglais	03:00 min	20000 Fcfa	NON	
1425	Soft skills	Job applications	Anglais	03:00 min	20000 Fcfa	NON	
1426	Soft skills	Interviewing skills	Anglais	03:00 min	20000 Fcfa	NON	
1427	Soft skills	In n out burger sign language in asl	Anglais	03:00 min	20000 Fcfa	NON	
1428	Soft skills	Human resources strategies	Anglais	03:00 min	20000 Fcfa	NON	
1429	Soft skills	Human resources concepts	Anglais	03:00 min	20000 Fcfa	NON	
1430	Soft skills	How to build your online presence	Anglais	03:00 min	20000 Fcfa	NON	
1431	Soft skills	Hotel sign language in asl	Anglais	03:00 min	20000 Fcfa	NON	
1432	Soft skills	Greetings in asl for beginner	Anglais	03:00 min	20000 Fcfa	NON	
1433	Soft skills	How to answer interview questions	Anglais	03:00 min	20000 Fcfa	NON	
1434	Soft skills	Fingerspelling skills in american sign language	Anglais	03:00 min	20000 Fcfa	NON	
1435	Soft skills	Fingerspelling practice in american sign language	Anglais	03:00 min	20000 Fcfa	NON	
1436	Soft skills	Empowering oneself and teams	Anglais	03:00 min	20000 Fcfa	NON	
1437	Soft skills	Emotional intelligence	Anglais	03:00 min	20000 Fcfa	NON	
1438	Soft skills	Develop social media skills	Anglais	03:00 min	20000 Fcfa	NON	
1439	Soft skills	Design thinking	Anglais	03:00 min	20000 Fcfa	NON	
1440	Soft skills	Depictive signing in american sign language	Anglais	03:00 min	20000 Fcfa	NON	
1441	Soft skills	Customer service signing in american sign language	Anglais	03:00 min	20000 Fcfa	NON	
1442	Soft skills	Cspo certified scrum product owner	Anglais	03:00 min	20000 Fcfa	NON	
1443	Soft skills	Critical skills	Anglais	03:00 min	20000 Fcfa	NON	
1444	Soft skills	Consumer behaviour	Anglais	03:00 min	20000 Fcfa	NON	
1445	Soft skills	Communication skills	Anglais	03:00 min	20000 Fcfa	NON	
1446	Soft skills	Communicating effectively	Anglais	03:00 min	20000 Fcfa	NON	
1447	Soft skills	Career advice soft skills	Anglais	03:00 min	20000 Fcfa	NON	
1448	Soft skills	Camping sign language in american sign language	Anglais	03:00 min	20000 Fcfa	NON	
1449	Soft skills	Business problem solving model	Anglais	03:00 min	20000 Fcfa	NON	
1450	Soft skills	Body language secrets	Anglais	03:00 min	20000 Fcfa	NON	
1451	Soft skills	Body language	Anglais	03:00 min	20000 Fcfa	NON	
1452	Soft skills	Asl vocabulary for beginner	Anglais	03:00 min	20000 Fcfa	NON	
1453	Soft skills	Asl polite phrases for beginner	Anglais	03:00 min	20000 Fcfa	NON	
1454	Soft skills	Asl linguistics for beginner	Anglais	03:00 min	20000 Fcfa	NON	
1455	Soft skills	Asl idiom for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1456	Language	Upper intermediate b2 english	Anglais	03:00 min	20000 Fcfa	NON	
1457	Language	Upgrade your english	Anglais	03:00 min	20000 Fcfa	NON	
1458	Language	Up skill your english	Anglais	03:00 min	20000 Fcfa	NON	
1459	Language	Travel english	Anglais	03:00 min	20000 Fcfa	NON	
1460	Language	Toefl speaking tests	Anglais	03:00 min	20000 Fcfa	NON	
1461	Language	Speaking english practice	Anglais	03:00 min	20000 Fcfa	NON	
1462	Language	Simple english	Anglais	03:00 min	20000 Fcfa	NON	
1463	Soft skills	Asl grammar for beginner	Anglais	03:00 min	20000 Fcfa	NON	
1464	Soft skills	Animal signs 10 american sign language	Anglais	03:00 min	20000 Fcfa	NON	
1465	Language	Short practical courses for all levels	Anglais	03:00 min	20000 Fcfa	NON	
1466	Soft skills	Adapting to change	Anglais	03:00 min	20000 Fcfa	NON	
1467	Language	Pre intermediate english	Anglais	03:00 min	20000 Fcfa	NON	
1468	Language	Most common english phrases	Anglais	03:00 min	20000 Fcfa	NON	
1469	Soft skills	Academic signing in asl	Anglais	03:00 min	20000 Fcfa	NON	
1470	Language	Morphophonological rules	Anglais	03:00 min	20000 Fcfa	NON	
1471	Language	Lexical processing fundamentals	Anglais	03:00 min	20000 Fcfa	NON	
1472	Language	Learning english speaking	Anglais	03:00 min	20000 Fcfa	NON	
1473	Language	Learn english through stories	Anglais	03:00 min	20000 Fcfa	NON	
1474	Soft skills	Sign language basics in asl	Anglais	03:00 min	20000 Fcfa	NON	
1475	Language	Learn english speaking for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1476	Language	Learn english for story	Anglais	03:00 min	20000 Fcfa	NON	
1477	Language	English stories	Anglais	03:00 min	20000 Fcfa	NON	
1478	Language	English listening skills	Anglais	03:00 min	20000 Fcfa	NON	
1479	Language	English listening practice	Anglais	03:00 min	20000 Fcfa	NON	
1480	Language	English grammar	Anglais	03:00 min	20000 Fcfa	NON	
1481	Language	English for day to day life	Anglais	03:00 min	20000 Fcfa	NON	
1482	Language	English for beginner2	Anglais	03:00 min	20000 Fcfa	NON	
1483	Language	English for beginner	Anglais	03:00 min	20000 Fcfa	NON	
1484	Language	English convesation speaking	Anglais	03:00 min	20000 Fcfa	NON	
1485	Language	English conversation speaking listening	Anglais	03:00 min	20000 Fcfa	NON	
1486	Language	Daily conversational english	Anglais	03:00 min	20000 Fcfa	NON	
1487	Language	English conversation	Anglais	03:00 min	20000 Fcfa	NON	
1488	Language	Intermediate level english drama	Anglais	03:00 min	20000 Fcfa	NON	
1489	Language	Intermediate english	Anglais	03:00 min	20000 Fcfa	NON	
1490	Language	Improve your day to day english	Anglais	03:00 min	20000 Fcfa	NON	
1491	Language	Ielts	Anglais	03:00 min	20000 Fcfa	NON	
1492	Language	How to speak english more effectively	Anglais	03:00 min	20000 Fcfa	NON	
1493	Language	French for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1494	Language	English writing	Anglais	03:00 min	20000 Fcfa	NON	
1495	Language	English words	Anglais	03:00 min	20000 Fcfa	NON	
1496	Language	English short conversation	Anglais	03:00 min	20000 Fcfa	NON	
1497	Language	English grammar	Anglais	03:00 min	20000 Fcfa	NON	
1498	Language	English conversation vocabulary	Anglais	03:00 min	20000 Fcfa	NON	
1499	Language	English conversation speaking listening	Anglais	03:00 min	20000 Fcfa	NON	
1500	Language	English communication	Anglais	03:00 min	20000 Fcfa	NON	
1501	Language	Day to day english for office use	Anglais	03:00 min	20000 Fcfa	NON	
1502	Language	Beginner level english drama	Anglais	03:00 min	20000 Fcfa	NON	
1503	Language	Basic english	Anglais	03:00 min	20000 Fcfa	NON	
1504	Language	Advanced c1 english lessons	Anglais	03:00 min	20000 Fcfa	NON	
1505	Language	A1, a2 elementary level basic english	Anglais	03:00 min	20000 Fcfa	NON	
1506	Mobile development	Tensorflow lite for intelligent mobile apps	Anglais	03:00 min	20000 Fcfa	NON	
1507	Mobile development	Streamlit fundamentals for reservoir app development	Anglais	03:00 min	20000 Fcfa	NON	
1508	Mobile development	Sounds and music android programming	Anglais	03:00 min	20000 Fcfa	NON	
1509	Mobile development	React native core components for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1510	Mobile development	React js budget snob app	Anglais	03:00 min	20000 Fcfa	NON	
1511	Mobile development	Professional ios app	Anglais	03:00 min	20000 Fcfa	NON	
1512	Mobile development	Professional app in android	Anglais	03:00 min	20000 Fcfa	NON	
1513	Mobile development	Mobile web development	Anglais	03:00 min	20000 Fcfa	NON	
1514	Mobile development	Mobile ui and ux design for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1515	Mobile development	Mobile apps with react native	Anglais	03:00 min	20000 Fcfa	NON	
1516	Mobile development	Mobile apps marketing	Anglais	03:00 min	20000 Fcfa	NON	
1517	Mobile development	Maps and locations in ios apps	Anglais	03:00 min	20000 Fcfa	NON	
1518	Mobile development	Jquery mobile app	Anglais	03:00 min	20000 Fcfa	NON	
1519	Mobile development	Javascript libraries in dart web apps	Anglais	03:00 min	20000 Fcfa	NON	
1520	Mobile development	Iphone app development for beginners	Anglais	03:00 min	20000 Fcfa	NON	
1521	Photography	The effects of aperture	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/folder/RFQyBRbA#rPUYLZgGlLdHIhU21yvrSQ/folder/BUxDUYwA
1522	Photography	Shutter speed in photography	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/folder/RFQyBRbA#rPUYLZgGlLdHIhU21yvrSQ/folder/lFp3wKaR
1523	Photography	Photoshop tutorial	Anglais	03:00 min	20000 Fcfa	NON	
1524	Photography	Photography terms	Anglais	03:00 min	20000 Fcfa	NON	
1525	Photography	Photography lighting	Anglais	03:00 min	20000 Fcfa	NON	
1526	Photography	Photography equipment tests	Anglais	03:00 min	20000 Fcfa	NON	
1527	Photography	Photography	Anglais	03:00 min	20000 Fcfa	NON	
1528	Photography	Photo editing discussion	Anglais	03:00 min	20000 Fcfa	OUI	https://mega.nz/folder/RFQyBRbA#rPUYLZgGlLdHIhU21yvrSQ/folder/IJpFjCba
